celula,n,media,desv,sem,ic_inf,ic_sup,cv_pct
3,10,8.941134088313783,0.7439798672717798,0.2352670913888585,8.408922952357777,9.473345224269789,8.320866904839
7,10,4.259005526261876,0.1645736639608559,0.05204276209954725,4.141276619206582,4.37673443331717,3.8641336092677485
6,10,0.03786618733477198,0.0008938535782227898,0.0002826613201875497,0.03722676300466372,0.038505611664880236,2.3605586966554113
8,10,0.13719564687544783,0.0021394013401283985,0.0006765381064022327,0.13566521135214407,0.1387260823987516,1.5593798993277388
2,10,0.06633033610723997,0.0029592927264768644,0.0009358105278836562,0.06421338561856599,0.06844728659591395,4.461446903709955
1,10,1.0021893172412297,0.02666052376490574,0.00843079787101496,0.9831175274492093,1.02126110703325,2.6602282928234886
5,10,0.4958599328181716,0.008223552305021649,0.002600515574139614,0.4899771578851634,0.5017427077511798,1.6584425884712828
4,10,0.2544429840248161,0.009731282344646954,0.003077301676326803,0.24748164399562247,0.26140432405400965,3.824543396998462
