indice_cliente,media_movel
1006.0,9.378351857126786
1007.0,9.379995751904588
1008.0,9.380993226155397
1009.0,9.382007243661024
1010.0,9.382984477878583
1011.0,9.383313715205137
1012.0,9.384297223816727
1013.0,9.38547676214578
1014.0,9.38698619105038
1015.0,9.388312921580342
1016.0,9.38879261285879
1017.0,9.389343548765655
1018.0,9.389876704609877
1019.0,9.390267397741887
1020.0,9.390447756235217
1021.0,9.38964737390287
1022.0,9.389402464063929
1023.0,9.3899752463523
1024.0,9.390472335091248
1025.0,9.390785170902701
1026.0,9.391741224591824
1027.0,9.393312898444753
1028.0,9.394651151003844
1029.0,9.396608108770176
1030.0,9.399018998563932
1031.0,9.401639168502935
1032.0,9.403836525382241
1033.0,9.405548087983933
1034.0,9.407467910987432
1035.0,9.409303851023063
1036.0,9.411121159359896
1037.0,9.412375961894668
1038.0,9.413613959665499
1039.0,9.414696039448762
1040.0,9.416130486552651
1041.0,9.418102071869454
1042.0,9.420106143175385
1043.0,9.422401329364174
1044.0,9.424658509368395
1045.0,9.427227857005184
1046.0,9.429468659523073
1047.0,9.431632116277664
1048.0,9.433724059801287
1049.0,9.436088719302667
1050.0,9.43888147758356
1051.0,9.440996183002525
1052.0,9.44270956264824
1053.0,9.444179397631899
1054.0,9.44574454403523
1055.0,9.446958228331539
1056.0,9.447576657013522
1057.0,9.44824602053567
1058.0,9.44812133162287
1059.0,9.448513596982911
1060.0,9.448823750714268
1061.0,9.448863359229453
1062.0,9.449065791914498
1063.0,9.449056954644924
1064.0,9.44903773144762
1065.0,9.448754311631896
1066.0,9.447592613291867
1067.0,9.446223658436466
1068.0,9.444879098912942
1069.0,9.443925870138225
1070.0,9.442337001717496
1071.0,9.439823252149136
1072.0,9.438253924879216
1073.0,9.436179632726608
1074.0,9.433842189209575
1075.0,9.43194871250943
1076.0,9.43002599259573
1077.0,9.427733695929884
1078.0,9.426402776679387
1079.0,9.42484597732747
1080.0,9.422446606362255
1081.0,9.420467427221475
1082.0,9.418934389322521
1083.0,9.417051352007887
1084.0,9.414769394115067
1085.0,9.412149555055006
1086.0,9.409789632592616
1087.0,9.407112818709988
1088.0,9.40463138039084
1089.0,9.401200369035518
1090.0,9.39803753803369
1091.0,9.393858536980142
1092.0,9.390284488513466
1093.0,9.386823707000957
1094.0,9.38385297092729
1095.0,9.381490033102784
1096.0,9.378880034615932
1097.0,9.376966461917016
1098.0,9.375432419461562
1099.0,9.373922702221964
1100.0,9.372594009207551
1101.0,9.370916419605878
1102.0,9.369293557848708
1103.0,9.368048569119633
1104.0,9.36668669417323
1105.0,9.365397907176794
1106.0,9.363274573729614
1107.0,9.360860903645932
1108.0,9.358271041553353
1109.0,9.356063760169565
1110.0,9.35326095480889
1111.0,9.349789939195059
1112.0,9.345767588272585
1113.0,9.34197029876356
1114.0,9.33866473173977
