c,lambda,servico,media_simulada,teorico,erro_rel_pct
1,0.5,exp,1.0003712130399525,1.0,0.03712130399524671
1,0.9,exp,9.002687130274376,9.000000000000002,0.029857003048605613
2,0.5,exp,0.06698710921090131,0.06666666666666667,0.4806638163519672
2,0.9,exp,0.25561888974661473,0.25391849529780564,0.6696615174939469
1,0.5,const,0.5016950167588958,0.5,0.33900335177916574
1,0.9,const,4.441532458833301,4.500000000000001,-1.299278692593342
